"Id","Status","Reason","Loc"
"01-05-02-010","MATCH-NORMALIZED","","index.html:117"
"01-05-02-011","MATCH-NORMALIZED","","index.html:119"
"01-05-02-012","MATCH-NORMALIZED","","index.html:120"
"01-05-02-013","MATCH-NORMALIZED","","index.html:126"
"01-05-02-014","MATCH-EXACT","","index.html:139"
"01-05-02-015","MATCH-NORMALIZED","","index.html:141"
"01-05-02-016","MATCH-NORMALIZED","","script.js:107 (announce() at :108)"
"01-05-02-017","MATCH-NORMALIZED","","script.js:117 (announce() at :118)"
"01-05-02-018","MATCH-NORMALIZED","","script.js:127 (announce() at :128)"
"01-05-02-019","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:109 (correct branch) / :129 (final-wrong branch, textually identical) — mirrored again at script.js:772 as S45_RESTORE_EXPLANATION"
"01-05-02-020","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:113 (identical relabel reused at :256, :408, :537, and restore-mirrors :796, :842, :887)"
"01-05-03-001","MATCH-NORMALIZED","","index.html:151"
"01-05-03-002","MATCH-NORMALIZED","","index.html:156"
"01-05-03-003","MATCH-NORMALIZED","","index.html:162"
"01-05-03-004","MATCH-NORMALIZED","","index.html:163"
"01-05-04-001","MATCH-NORMALIZED","","index.html:179-183"
"01-05-04-002","MATCH-NORMALIZED","","index.html:187"
"01-05-04-003","MATCH-NORMALIZED","","index.html:191"
"01-05-04-004","MATCH-NORMALIZED","","index.html:197"
"01-05-04-005","MATCH-NORMALIZED","","index.html:203"
"01-05-04-006","MATCH-NORMALIZED","","index.html:209"
"01-05-04-007","MATCH-NORMALIZED","","index.html:217"
"01-05-04-008","MATCH-NORMALIZED","","index.html:218"
"01-05-04-009","MATCH-NORMALIZED","","index.html:230"
"01-05-04-010","MATCH-NORMALIZED","","index.html:240"
"01-05-04-011","MATCH-NORMALIZED","","index.html:242"
"01-05-04-012","MATCH-NORMALIZED","","index.html:243"
"01-05-04-013","MATCH-NORMALIZED","","index.html:249"
"01-05-04-014","MATCH-EXACT","","index.html:262"
"01-05-04-015","MATCH-NORMALIZED","","index.html:264"
"01-05-04-016","MATCH-NORMALIZED","","script.js:250 (announce() at :251)"
"01-05-04-017","MATCH-NORMALIZED","","script.js:260 (announce() at :261)"
"01-05-04-018","MATCH-NORMALIZED","","script.js:281 (announce() at :282)"
"01-05-04-019","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:252 (correct) / :283 (wrong, identical) — mirrored again at script.js:773 as S47_RESTORE_EXPLANATION"
"01-05-05-001","MATCH-NORMALIZED","","index.html:274"
"01-05-05-002","MATCH-NORMALIZED","","index.html:279"
"01-05-05-003","MATCH-NORMALIZED","","index.html:280"
"01-05-05-004","MATCH-NORMALIZED","","index.html:286"
"01-05-05-005","MATCH-NORMALIZED","","index.html:287"
"01-05-06-001","MATCH-NORMALIZED","","index.html:302-306"
"01-05-06-002","MATCH-NORMALIZED","","index.html:309"
"01-05-06-003","MATCH-NORMALIZED","","index.html:312"
"01-05-06-004","MATCH-NORMALIZED","","index.html:316"
"01-05-06-005","MATCH-NORMALIZED","","index.html:320"
"01-05-06-006","MATCH-NORMALIZED","","index.html:330"
"01-05-06-007","MATCH-NORMALIZED","","index.html:332"
"01-05-06-008","MATCH-NORMALIZED","","index.html:334"
"01-05-06-009","MATCH-NORMALIZED","","index.html:346"
"01-05-06-010","MATCH-NORMALIZED","","index.html:356"
"01-05-06-011","MATCH-NORMALIZED","","index.html:358"
"01-05-06-012","MATCH-NORMALIZED","","index.html:359"
"01-05-06-013","MATCH-NORMALIZED","","index.html:365"
"01-05-06-014","MATCH-EXACT","","index.html:378"
"01-05-06-015","MATCH-NORMALIZED","","index.html:380"
"01-05-06-016","MATCH-NORMALIZED","","script.js:402 (announce() at :403)"
"01-05-06-017","MATCH-NORMALIZED","","script.js:412 (announce() at :413)"
"01-05-06-018","MATCH-NORMALIZED","","script.js:426 (announce() at :427)"
"01-05-06-019","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","script.js:404; mirrored at script.js:774 as S49_RESTORE_EXPLANATION (matches this form, without the extra trailing ZWSPs of the wrong-branch variant below)"
"01-05-06-020","MATCH-NORMALIZED","","script.js:428"
"01-05-06-021","MATCH-NORMALIZED","","script.js:408"
"01-05-07-001","MATCH-NORMALIZED","","index.html:390"
"01-05-07-002","MATCH-NORMALIZED","","index.html:395"
"01-05-07-003","MATCH-NORMALIZED","","index.html:396"
"01-05-07-004","SKIP","tooltip-embedded widget markup interrupts substring adjacency in the raw file — manually verified against source instead","index.html:397"
"01-05-07-005","MATCH-NORMALIZED","","index.html:397 (trigger word)"
"01-05-07-006","MATCH-NORMALIZED","","index.html:397"
"01-05-07-007","MATCH-NORMALIZED","","index.html:397 (#s14-help-tooltip)"
"01-05-07-008","MATCH-NORMALIZED","","index.html:403"
"01-05-07-009","MATCH-NORMALIZED","","index.html:404"
"01-05-08-001","MATCH-NORMALIZED","","index.html:420-424"
"01-05-08-002","MATCH-NORMALIZED","","index.html:427"
"01-05-08-003","MATCH-NORMALIZED","","index.html:430"
"01-05-08-004","MATCH-NORMALIZED","","index.html:434"
"01-05-08-005","MATCH-NORMALIZED","","index.html:438"
"01-05-08-006","MATCH-NORMALIZED","","index.html:442"
"01-05-08-007","MATCH-NORMALIZED","","index.html:450"
"01-05-08-008","MATCH-NORMALIZED","","index.html:451"
"01-05-08-009","MATCH-NORMALIZED","","index.html:463"
"01-05-08-010","MATCH-NORMALIZED","","index.html:473"
"01-05-08-011","MATCH-NORMALIZED","","index.html:475"
"01-05-08-012","MATCH-NORMALIZED","","index.html:476"
"01-05-08-013","MATCH-NORMALIZED","","index.html:482"
"01-05-08-014","MATCH-EXACT","","index.html:495"
"01-05-08-015","MATCH-NORMALIZED","","index.html:497"
"01-05-08-016","MATCH-NORMALIZED","","script.js:531 (announce() at :532)"
"01-05-08-017","MATCH-NORMALIZED","","script.js:541 (announce() at :542)"
"01-05-08-018","MATCH-NORMALIZED","","script.js:555 (announce() at :556)"
"01-05-08-019","MATCH-NORMALIZED","","script.js:533; mirrored at script.js:775 as S51_RESTORE_EXPLANATION (matches this ""ולכן ​2"" spaced form)"
"01-05-08-020","MATCH-NORMALIZED","","script.js:557"
"01-05-09-001","MATCH-NORMALIZED","","index.html:507"
"01-05-09-002","MATCH-NORMALIZED","","index.html:512"
"01-05-09-003","MATCH-NORMALIZED","","index.html:513"
"01-05-09-004","MATCH-NORMALIZED","","index.html:514"
"01-05-09-005","MATCH-NORMALIZED","","index.html:520"
"01-05-09-006","MATCH-NORMALIZED","","index.html:521"
"01-05-10-001","MATCH-NORMALIZED","","index.html:532"
"01-05-10-002","MATCH-NORMALIZED","","index.html:533"
"01-05-10-003","MATCH-NORMALIZED","","index.html:542"
"01-05-10-004","MATCH-NORMALIZED","","index.html:543"
"01-05-99-001","MATCH-NORMALIZED","","index.html:6"
"01-05-99-002","MATCH-NORMALIZED","","index.html:11"
"01-05-99-003","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","index.html:16 (aria-label + title), index.html:21 (visible span)"
"01-05-99-004","MATCH-NORMALIZED","","index.html:558"
"01-05-99-005","MATCH-NORMALIZED","","index.html:559"
"01-05-99-006","MATCH-NORMALIZED","","index.html:560"
"01-05-99-007","MATCH-NORMALIZED","","index.html:563"
"01-05-99-008","MATCH-NORMALIZED","","index.html:566"
"01-05-99-009","MATCH-NORMALIZED","","index.html:569"
"01-05-99-010","MATCH-NORMALIZED","","index.html:570"
"01-05-99-011","MATCH-NORMALIZED","","index.html:571"
"01-05-99-012","MATCH-NORMALIZED","","index.html:575"
"01-05-99-013","MATCH-NORMALIZED","","index.html:579"
"01-05-99-014","MATCH-NORMALIZED","","index.html:580"
"01-05-99-015","MATCH-NORMALIZED","","index.html:581"
"01-05-99-016","MATCH-NORMALIZED","","index.html:586"
"01-05-99-017","MATCH-NORMALIZED","","index.html:587"
"01-05-99-018","MATCH-NORMALIZED","","index.html:602"
"01-05-99-019","MATCH-NORMALIZED","","index.html:603"
"01-05-99-020","MATCH-NORMALIZED","","index.html:605"
"01-05-99-021","MATCH-NORMALIZED","","index.html:617"
"01-05-99-022","MATCH-NORMALIZED","","index.html:618"
"01-05-99-023","MATCH-NORMALIZED","","index.html:620"
"01-05-99-024","MATCH-NORMALIZED","","index.html:621"
"01-05-99-025","MATCH-NORMALIZED","","index.html:629"
"01-05-99-026","SKIP","consolidated multi-location (reused string) — spot-checked manually, not auto-verified","index.html:630 (identical on all 4 zoom modals: 630,645,660,675)"
"01-05-99-027","MATCH-NORMALIZED","","index.html:636"
"01-05-99-028","MATCH-NORMALIZED","","index.html:644"
"01-05-99-029","MATCH-NORMALIZED","","index.html:651"
"01-05-99-030","MATCH-NORMALIZED","","index.html:659"
"01-05-99-031","MATCH-NORMALIZED","","index.html:666"
"01-05-99-032","MATCH-NORMALIZED","","index.html:674"
"01-05-99-033","MATCH-NORMALIZED","","index.html:681"
